name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
How to Make the Perfect Sweet Potato Sloppy Joes,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",679.31,48.91,18.06,84.96,14.18,24.56,5.82,1278.71,93.55,https://spoonacular.com/recipes/How-to-Make-the-Perfect-Sweet-Potato-Sloppy-Joes-1046982
Chicken Suya,dinner,"gluten free, dairy free, whole 30, ketogenic",564.44,43.55,35.11,21.44,11.06,3.4,10.59,399.78,163.83,https://spoonacular.com/recipes/Chicken-Suya-716342
Pasta With Tuna,dinner,pescatarian,422.67,24.32,10.32,57.66,5.21,8.42,3.62,257.04,23.13,https://spoonacular.com/recipes/Pasta-With-Tuna-654959
Crab Stacks,dinner,"gluten free, dairy free, pescatarian",729.84,56.41,26.14,69.2,10.9,19.88,5.36,361.9,127.96,https://spoonacular.com/recipes/Crab-Stacks-640321
Butternut Squash Tofu Salad With Toasted Hazelnuts,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",260.79,12.82,11.49,31.92,6.52,6.95,3.43,269.38,0.0,https://spoonacular.com/recipes/Butternut-Squash-Tofu-Salad-With-Toasted-Hazelnuts-636604
Turkey and Rice Stuffed Acorn Squash,dinner,dairy free,411.1,28.65,9.76,57.48,5.8,1.06,4.48,1469.84,51.97,https://spoonacular.com/recipes/Turkey-and-Rice-Stuffed-Acorn-Squash-663985
Stuffed Artichoke Main Dish,dinner,gluten free,500.04,55.61,8.76,51.89,10.68,8.69,3.83,543.28,145.38,https://spoonacular.com/recipes/Stuffed-Artichoke-Main-Dish-640921
Instant Pot Chicken Taco Soup,dinner,"gluten free, dairy free",345.99,25.41,7.81,49.52,12.29,11.93,11.45,887.31,36.29,https://spoonacular.com/recipes/Instant-Pot-Chicken-Taco-Soup-982382
"Spinach, Tomato & Onion Couscous",dinner,lacto ovo vegetarian,565.37,18.5,24.24,78.51,10.57,7.25,5.07,526.84,22.25,"https://spoonacular.com/recipes/Spinach,-Tomato-&-Onion-Couscous-661365"
Curried Chickpeas and Vegetables,dinner,"gluten free, dairy free",447.93,15.37,11.2,76.81,16.1,10.92,8.58,167.28,1.13,https://spoonacular.com/recipes/Curried-Chickpeas-and-Vegetables-641072
Homemade Broccoli Cheddar Soup,dinner,gluten free,495.9,21.84,23.55,54.5,9.99,10.91,3.93,1752.19,50.34,https://spoonacular.com/recipes/Homemade-Broccoli-Cheddar-Soup-646930
Italian Tuna Pasta,dinner,"dairy free, pescatarian",463.7,37.7,2.91,70.33,4.42,6.1,4.48,307.56,48.0,https://spoonacular.com/recipes/Italian-Tuna-Pasta-648279
Soy Ginger Glazed Halibut with Ginger Peach Relish,dinner,"gluten free, dairy free, pescatarian",381.51,49.46,10.43,16.74,2.67,9.29,2.28,3408.02,111.13,https://spoonacular.com/recipes/Soy-Ginger-Glazed-Halibut-with-Ginger-Peach-Relish-660736
Baked Ratatouille,dinner,"gluten free, lacto ovo vegetarian, primal",1029.13,32.3,69.63,82.22,27.76,44.38,6.01,1363.75,100.92,https://spoonacular.com/recipes/Baked-Ratatouille-633754
Baked Rigatoni,dinner,lacto ovo vegetarian,480.68,24.59,10.03,74.83,8.29,9.92,3.8,951.35,23.81,https://spoonacular.com/recipes/Baked-Rigatoni-633766
North by Northwest Couscous Salad,dinner,"dairy free, lacto ovo vegetarian, vegan",635.75,17.36,31.69,76.7,13.7,8.62,4.53,523.26,0.0,https://spoonacular.com/recipes/North-by-Northwest-Couscous-Salad-1096185
Basil Infused Balsamic Oven Baked Chicken,dinner,"gluten free, primal",543.55,56.25,29.85,10.42,2.16,7.22,1.56,460.53,172.99,https://spoonacular.com/recipes/Basil-Infused-Balsamic-Oven-Baked-Chicken-730914
Farro salad with parsley pesto,dinner,unknown,411.67,12.02,19.67,52.26,12.52,4.69,4.63,348.52,3.4,https://spoonacular.com/recipes/Farro-salad-with-parsley-pesto-642602
Lentil Rice Soup,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",204.33,12.63,0.77,36.82,14.55,2.09,3.67,205.61,0.0,https://spoonacular.com/recipes/Lentil-Rice-Soup-649926
One Pot Veggie Quinoa,dinner,"gluten free, lacto ovo vegetarian",440.29,17.76,18.82,56.15,8.68,6.98,4.34,93.89,21.0,https://spoonacular.com/recipes/One-Pot-Veggie-Quinoa-653682
Slow Cooker Lamb Curry,dinner,gluten free,566.53,67.46,24.02,18.12,3.11,4.4,7.72,674.89,212.21,https://spoonacular.com/recipes/Slow-Cooker-Lamb-Curry-660290
Quinoa Vegetable Salad,dinner,"gluten free, dairy free",494.11,15.24,19.47,67.58,12.14,11.93,5.43,254.43,0.0,https://spoonacular.com/recipes/Quinoa-Vegetable-Salad-1095791
Armenian Stew,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",327.84,16.03,2.52,63.12,18.08,23.1,5.5,40.41,0.0,https://spoonacular.com/recipes/Armenian-Stew-632718
Colorful Tomato and Spinach Seafood Pasta,dinner,pescatarian,469.62,34.36,10.48,58.26,2.82,3.88,5.14,612.19,53.34,https://spoonacular.com/recipes/Colorful-Tomato-and-Spinach-Seafood-Pasta-639957
Spice-Rubbed Lemon Barbecue Salmon,dinner,"gluten free, dairy free, pescatarian",336.87,35.89,12.16,23.42,3.3,9.76,6.99,357.89,93.61,https://spoonacular.com/recipes/Spice-Rubbed-Lemon-Barbecue-Salmon-660926
Mung Bean Sprout and Quinoa Salad,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",355.71,16.63,11.3,50.21,11.86,6.03,5.82,233.59,0.0,https://spoonacular.com/recipes/Mung-Bean-Sprout-and-Quinoa-Salad-652594
Falafel Burgers,dinner,"dairy free, lacto ovo vegetarian, vegan",709.5,23.31,35.46,80.23,14.4,1.79,7.06,1172.55,0.0,https://spoonacular.com/recipes/Falafel-Burgers-642540
Thai-Style Mussels,dinner,"gluten free, dairy free, paleolithic, primal, pescatarian",207.76,21.02,8.6,8.72,0.0,0.31,7.17,498.66,48.58,https://spoonacular.com/recipes/Thai-Style-Mussels-663177
Feta Encrusted Salmon,dinner,pescatarian,388.2,43.6,15.32,17.83,2.26,5.26,2.43,644.82,98.62,https://spoonacular.com/recipes/Feta-Encrusted-Salmon-642619
Rustic Red Wine Spaghetti,dinner,unknown,855.01,35.32,39.9,96.63,9.31,7.13,6.07,750.44,20.4,https://spoonacular.com/recipes/Rustic-Red-Wine-Spaghetti-452116
Red Quinoa and Roasted Cauliflower Salad,dinner,"gluten free, lacto ovo vegetarian",444.3,12.84,26.19,44.68,8.18,8.25,3.68,386.4,11.13,https://spoonacular.com/recipes/Red-Quinoa-and-Roasted-Cauliflower-Salad-658087
Easy Slow Cooker Chicken Tortilla Soup,dinner,"gluten free, dairy free",282.76,32.4,4.42,30.31,8.46,8.19,3.15,743.73,74.28,https://spoonacular.com/recipes/Easy-Slow-Cooker-Chicken-Tortilla-Soup-715392
Cracked Wheat Salad with Dates & Tahini Yogurt,dinner,lacto ovo vegetarian,890.42,32.03,47.93,100.97,21.0,18.05,10.4,55.65,2.5,https://spoonacular.com/recipes/Cracked-Wheat-Salad-with-Dates-&-Tahini-Yogurt-640338
Pesto & Yogurt Pasta,dinner,unknown,373.11,12.42,14.66,48.64,3.41,2.81,2.58,331.49,6.36,https://spoonacular.com/recipes/Pesto-&-Yogurt-Pasta-655806
Sockeye Salmon on Kiwi & Lemon Puree,dinner,"gluten free, dairy free, pescatarian",432.71,45.77,21.67,12.29,2.01,8.12,2.25,105.03,124.74,https://spoonacular.com/recipes/Sockeye-Salmon-on-Kiwi-&-Lemon-Puree-660490
"Quinoa Salad With Avocado, Asparagus and Sun Dried Tomatoes",dinner,"gluten free, dairy free",717.88,20.33,35.0,89.88,19.38,16.24,9.69,627.75,0.0,"https://spoonacular.com/recipes/Quinoa-Salad-With-Avocado,-Asparagus-and-Sun-Dried-Tomatoes-657679"
Sweet-N-Smoky Salmon With Ginger Mahogany Rice,dinner,"gluten free, dairy free, fodmap friendly, pescatarian",731.68,41.16,19.32,96.6,0.78,55.54,2.62,965.49,97.1,https://spoonacular.com/recipes/Sweet-N-Smoky-Salmon-With-Ginger-Mahogany-Rice-662654
Baked Fried Chicken With Cauliflower Mash,dinner,unknown,662.48,65.64,29.21,33.42,5.55,8.46,4.0,932.04,201.7,https://spoonacular.com/recipes/Baked-Fried-Chicken-With-Cauliflower-Mash-633624
Salmon Confit with Lemongrass Sauce,dinner,"gluten free, pescatarian, ketogenic",865.11,46.3,67.55,24.25,5.81,7.35,5.87,674.14,210.44,https://spoonacular.com/recipes/Salmon-Confit-with-Lemongrass-Sauce-659060
Juicy & Tender ~ Pork Loin Roast,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",584.68,77.12,27.53,3.22,0.82,1.2,2.57,282.37,214.91,https://spoonacular.com/recipes/Juicy-&-Tender-~-Pork-Loin-Roast-648627
Mussels With Tomatoes and Fennel,dinner,"gluten free, dairy free, pescatarian",685.38,38.32,28.48,52.79,12.37,24.21,14.97,1051.32,71.4,https://spoonacular.com/recipes/Mussels-With-Tomatoes-and-Fennel-652775
Spanish style salmon fillets,dinner,"gluten free, dairy free, whole 30, pescatarian",944.54,52.9,59.92,51.4,10.31,14.83,4.86,2858.13,124.74,https://spoonacular.com/recipes/Spanish-style-salmon-fillets-1095806
Rigatoni With Sweet Sausages In Creamy Tomato Sauce,dinner,unknown,921.96,33.51,39.53,109.31,8.25,18.22,5.93,1059.04,73.44,https://spoonacular.com/recipes/Rigatoni-With-Sweet-Sausages-In-Creamy-Tomato-Sauce-658357
"Fusilli With Zucchini Flowers, Ricotta and Saffron",dinner,"gluten free, lacto ovo vegetarian",459.39,21.47,25.06,48.27,14.4,35.04,5.07,335.8,25.5,"https://spoonacular.com/recipes/Fusilli-With-Zucchini-Flowers,-Ricotta-and-Saffron-644108"
Black Bean and Cheese Stuffed Bell Peppers,dinner,"gluten free, lacto ovo vegetarian",631.37,27.5,31.4,80.62,24.84,17.79,6.75,701.26,56.5,https://spoonacular.com/recipes/Black-Bean-and-Cheese-Stuffed-Bell-Peppers-635055
Cider-Braised Pork Shoulder With Caramelized Onion and Apple Confit,dinner,"gluten free, dairy free",467.0,37.32,20.45,23.8,2.99,13.12,3.07,267.55,117.66,https://spoonacular.com/recipes/Cider-Braised-Pork-Shoulder-With-Caramelized-Onion-and-Apple-Confit-639401
"fennel, Peppers, Lettuce Salad",dinner,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",565.7,23.56,24.49,76.37,29.74,39.48,11.95,925.95,0.0,"https://spoonacular.com/recipes/fennel,-Peppers,-Lettuce-Salad-665831"
Boudin,dinner,"gluten free, dairy free",568.11,62.2,9.1,55.33,3.14,4.54,28.41,2230.47,438.81,https://spoonacular.com/recipes/Boudin-635701
Instant Pot Pressure Cooker Pot Roast,dinner,"gluten free, dairy free, whole 30",483.77,50.9,9.15,53.95,12.31,5.86,12.6,608.57,0.0,https://spoonacular.com/recipes/Instant-Pot-Pressure-Cooker-Pot-Roast-982375
The Secret to the Best Ever Instant Pot Lamb Stew,dinner,dairy free,353.87,34.61,9.72,30.18,4.76,7.86,4.4,719.38,92.14,https://spoonacular.com/recipes/The-Secret-to-the-Best-Ever-Instant-Pot-Lamb-Stew-1052360
"Lentil, Sweet Potato and Spinach Soup",dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",303.72,19.52,1.11,55.61,23.9,6.59,6.93,119.79,0.0,"https://spoonacular.com/recipes/Lentil,-Sweet-Potato-and-Spinach-Soup-649946"
Stuffed Salmon With Tomato-Olive Tapenade,dinner,"gluten free, primal, pescatarian, ketogenic",634.9,43.87,43.94,18.47,5.87,7.77,3.09,1535.31,123.5,https://spoonacular.com/recipes/Stuffed-Salmon-With-Tomato-Olive-Tapenade-662087
Grilled Salmon Salad With Blood Orange Cilantro Vinaigrette,dinner,"gluten free, dairy free, paleolithic, primal, fodmap friendly, whole 30, pescatarian",251.95,34.32,10.82,2.31,0.0,0.75,1.63,279.1,93.5,https://spoonacular.com/recipes/Grilled-Salmon-Salad-With-Blood-Orange-Cilantro-Vinaigrette-645849
Easy Cheesy Pizza Casserole,dinner,unknown,902.23,56.72,54.57,46.77,4.64,15.96,5.93,3138.17,150.76,https://spoonacular.com/recipes/Easy-Cheesy-Pizza-Casserole-641893
Chock Full Of Broccoli Soup,dinner,"gluten free, dairy free, lacto ovo vegetarian",249.13,17.63,8.13,33.76,9.35,9.8,3.63,1069.47,0.0,https://spoonacular.com/recipes/Chock-Full-Of-Broccoli-Soup-638780
Vegan Taco bowls with Cilantro Lime Cauliflower Rice,dinner,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",529.47,12.63,48.25,22.13,10.53,6.08,2.69,628.87,0.0,https://spoonacular.com/recipes/Vegan-Taco-bowls-with-Cilantro-Lime-Cauliflower-Rice-664501
Plantain Pizza,dinner,dairy free,642.7,25.03,22.92,84.82,4.77,14.14,2.86,839.68,53.25,https://spoonacular.com/recipes/Plantain-Pizza-716300
Guinness Braised Corned Beef and Cabbage,dinner,dairy free,584.92,29.21,23.5,61.36,12.0,10.9,6.66,2212.93,81.65,https://spoonacular.com/recipes/Guinness-Braised-Corned-Beef-and-Cabbage-646034
Lebanese Lentil Soup,dinner,"gluten free, dairy free",1157.19,26.55,87.72,69.83,30.6,3.63,8.45,215.82,0.0,https://spoonacular.com/recipes/Lebanese-Lentil-Soup-649405
Chicken Piccata With Angel Hair Pasta,dinner,unknown,815.83,40.09,31.88,94.91,7.54,7.0,4.16,998.53,89.72,https://spoonacular.com/recipes/Chicken-Piccata-With-Angel-Hair-Pasta-638248
Veggie Lasagna Rolls with Peppery Pecorino Marinara,dinner,unknown,507.92,24.98,21.7,57.68,9.12,17.69,3.35,623.7,38.62,https://spoonacular.com/recipes/Veggie-Lasagna-Rolls-with-Peppery-Pecorino-Marinara-664737
Bacon Wrapped Pork Tenderloin,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",410.25,51.02,21.11,0.52,0.0,0.0,2.36,530.22,169.2,https://spoonacular.com/recipes/Bacon-Wrapped-Pork-Tenderloin-633344
Corned Beef and Cabbage,dinner,gluten free,993.31,90.24,30.9,89.52,18.32,21.93,11.68,428.36,239.44,https://spoonacular.com/recipes/Corned-Beef-and-Cabbage-640134
Vegetable Minestrone Soup,dinner,unknown,412.48,18.6,4.36,79.46,13.38,16.68,7.26,1214.66,1.07,https://spoonacular.com/recipes/Vegetable-Minestrone-Soup-664565
Classic Greek Moussaka,dinner,unknown,847.48,42.49,52.44,55.85,12.07,20.77,7.22,1347.88,293.58,https://spoonacular.com/recipes/Classic-Greek-Moussaka-639606
Black Beans & Brown Rice With Garlicky Kale,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",508.27,17.82,17.99,70.42,17.7,0.11,5.81,1379.02,0.0,https://spoonacular.com/recipes/Black-Beans-&-Brown-Rice-With-Garlicky-Kale-635081
Quinoa Salad with Barberries & Nuts,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",458.61,14.11,18.73,59.7,7.16,0.79,4.16,607.83,0.0,https://spoonacular.com/recipes/Quinoa-Salad-with-Barberries-&-Nuts-1098387
"Grilled Salmon With Cherry, Pineapple, Mango Salsa",dinner,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",537.41,37.33,18.79,60.09,9.19,44.81,2.76,478.9,93.55,"https://spoonacular.com/recipes/Grilled-Salmon-With-Cherry,-Pineapple,-Mango-Salsa-645856"
Slow Cooked Corned Beef and Cabbage,dinner,"gluten free, dairy free, whole 30",405.33,24.89,20.76,29.75,5.93,6.15,3.93,2013.8,73.48,https://spoonacular.com/recipes/Slow-Cooked-Corned-Beef-and-Cabbage-660266
Roasted Lemon Pepper Pork Tenderloin with Cornbread Stuffing,dinner,unknown,705.39,47.46,25.05,71.71,4.04,19.69,5.09,1041.64,239.99,https://spoonacular.com/recipes/Roasted-Lemon-Pepper-Pork-Tenderloin-with-Cornbread-Stuffing-729531
Osso Buco,dinner,dairy free,444.76,46.33,18.05,15.6,2.37,5.34,2.96,302.25,170.7,https://spoonacular.com/recipes/Osso-Buco-654125
Easy Garlic Roast Leg Of Lamb With Rosemary and Parsley,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",495.61,59.11,26.97,1.21,0.35,0.08,5.81,1054.11,182.89,https://spoonacular.com/recipes/Easy-Garlic-Roast-Leg-Of-Lamb-With-Rosemary-and-Parsley-641973
Winter Vegetable Minestrone Soup,dinner,dairy free,333.58,15.89,1.16,68.53,11.7,10.68,6.94,1466.1,0.0,https://spoonacular.com/recipes/Winter-Vegetable-Minestrone-Soup-1095742
"Hearty, Healthy Beef Stew",dinner,"gluten free, dairy free",417.67,29.02,8.06,53.23,9.86,11.62,5.41,385.34,58.59,"https://spoonacular.com/recipes/Hearty,-Healthy-Beef-Stew-646589"
Strawberry and Chocolate Chip Panini,dinner,dairy free,523.0,14.79,17.82,78.13,5.7,13.53,5.67,772.28,0.0,https://spoonacular.com/recipes/Strawberry-and-Chocolate-Chip-Panini-661741
Escarole & Beans,dinner,unknown,514.54,25.69,19.45,60.3,10.17,2.23,5.11,827.16,20.4,https://spoonacular.com/recipes/Escarole-&-Beans-642453
Flank Steak With Chimichurri Sauce,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",298.71,37.25,14.14,3.41,1.58,0.25,4.56,100.44,102.06,https://spoonacular.com/recipes/Flank-Steak-With-Chimichurri-Sauce-643055
Easy Pork Chops on Stuffing,dinner,unknown,375.62,33.3,16.52,22.41,2.74,5.66,2.27,622.19,105.61,https://spoonacular.com/recipes/Easy-Pork-Chops-on-Stuffing-642113
Flank Steak With Garlicky Mediterranean Salad,dinner,"gluten free, primal",394.18,37.37,17.89,24.61,6.25,10.77,5.84,937.46,88.13,https://spoonacular.com/recipes/Flank-Steak-With-Garlicky-Mediterranean-Salad-643059
Vegetarian Moussaka With Portabella,dinner,"gluten free, dairy free",377.56,12.24,8.85,66.46,7.37,11.62,4.73,572.84,0.0,https://spoonacular.com/recipes/Vegetarian-Moussaka-With-Portabella-664678
Farro & Leek Soup,dinner,unknown,661.08,50.29,11.94,89.84,9.66,40.45,7.92,60266.88,11.7,https://spoonacular.com/recipes/Farro-&-Leek-Soup-642597
Chunky Two-Bean Chili,dinner,unknown,636.52,23.06,26.39,84.78,26.35,16.74,8.03,1021.91,1.17,https://spoonacular.com/recipes/Chunky-Two-Bean-Chili-639392
Steak Salad with Chimichurri Sauce,dinner,"gluten free, dairy free, paleolithic, primal, whole 30, ketogenic",474.9,29.01,33.93,15.71,5.51,5.09,4.7,591.16,68.04,https://spoonacular.com/recipes/Steak-Salad-with-Chimichurri-Sauce-1096025
Avocado Chicken Salad,dinner,"gluten free, dairy free, whole 30",665.19,21.13,57.48,26.05,15.39,2.61,2.28,141.83,49.68,https://spoonacular.com/recipes/Avocado-Chicken-Salad-633132
Pan-Seared Honey Glazed Salmon with Collard Greens,dinner,"gluten free, dairy free, paleolithic, primal, pescatarian",457.01,38.66,25.75,19.6,6.08,9.44,2.39,1267.96,93.55,https://spoonacular.com/recipes/Pan-Seared-Honey-Glazed-Salmon-with-Collard-Greens-1697553
Jean's Seafood Gumbo,dinner,dairy free,524.07,67.59,18.76,20.56,4.52,4.39,3.88,1830.99,326.3,https://spoonacular.com/recipes/Jean's-Seafood-Gumbo-648524
Bigoli with smoked salmon,dinner,pescatarian,579.83,24.22,29.06,51.89,1.3,2.37,4.28,552.89,98.58,https://spoonacular.com/recipes/Bigoli-with-smoked-salmon-634972
"Red Quinoa, Kale, Blood Orange and Pom Salad With Meyer Lemon Vinaigrette",dinner,"gluten free, dairy free, lacto ovo vegetarian",463.78,12.65,22.19,55.86,9.54,11.15,4.13,741.78,0.0,"https://spoonacular.com/recipes/Red-Quinoa,-Kale,-Blood-Orange-and-Pom-Salad-With-Meyer-Lemon-Vinaigrette-658091"
Pan Seared Salmon,dinner,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",485.11,33.91,37.82,1.28,0.0,0.23,1.59,221.25,93.55,https://spoonacular.com/recipes/Pan-Seared-Salmon-654435
Whole Chicken Dinner,dinner,"gluten free, dairy free, whole 30",1131.83,72.45,61.13,84.45,23.61,30.47,8.94,1844.16,195.24,https://spoonacular.com/recipes/Whole-Chicken-Dinner-665261
Lamb and Rice Noodle Stir Fry,dinner,"dairy free, pescatarian",541.13,28.1,22.25,59.69,7.38,11.72,3.08,556.58,48.38,https://spoonacular.com/recipes/Lamb-and-Rice-Noodle-Stir-Fry-649187
Baked Salt Cod,dinner,"gluten free, dairy free, pescatarian",669.44,59.74,17.07,53.63,7.44,5.09,4.17,379.63,129.0,https://spoonacular.com/recipes/Baked-Salt-Cod-633774
Seared Ahi Tuna Salad,dinner,"gluten free, dairy free, fodmap friendly, whole 30, pescatarian",356.92,17.09,3.24,64.84,9.65,4.47,1.99,474.85,21.55,https://spoonacular.com/recipes/Seared-Ahi-Tuna-Salad-13073
Quinoa Stuffed Mushrooms,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",577.21,21.67,20.56,81.77,14.56,14.18,6.0,1208.23,0.0,https://spoonacular.com/recipes/Quinoa-Stuffed-Mushrooms-657682
Berry-licious Smoothie Bowl,dinner,"gluten free, lacto ovo vegetarian, primal",303.62,19.1,12.17,33.22,7.93,22.1,1.5,86.45,19.64,https://spoonacular.com/recipes/Berry-licious-Smoothie-Bowl-715393
Corned Beef And Cabbage With Irish Mustard Sauce,dinner,gluten free,834.51,51.46,49.15,45.67,8.8,10.56,7.98,3950.29,233.18,https://spoonacular.com/recipes/Corned-Beef-And-Cabbage-With-Irish-Mustard-Sauce-640136
Cuban Flank Steak With Avocado and Tomato Salad,dinner,"gluten free, dairy free, paleolithic, primal, whole 30",1162.77,56.74,85.23,57.1,18.48,13.46,8.01,2480.97,135.6,https://spoonacular.com/recipes/Cuban-Flank-Steak-With-Avocado-and-Tomato-Salad-640990
Hearty Beef and Mushroom Soup,dinner,"gluten free, dairy free",277.25,27.02,8.6,12.61,2.12,3.27,3.53,858.7,56.54,https://spoonacular.com/recipes/Hearty-Beef-and-Mushroom-Soup-646556
Herb and Cheddar Cordon Bleu,dinner,unknown,661.47,68.42,20.56,46.72,3.82,2.12,6.64,1140.07,260.84,https://spoonacular.com/recipes/Herb-and-Cheddar-Cordon-Bleu-149425
Ginger Garlic Chili Salmon,dinner,"gluten free, dairy free, pescatarian",307.95,34.59,10.85,14.94,0.53,12.41,1.8,478.03,93.5,https://spoonacular.com/recipes/Ginger-Garlic-Chili-Salmon-644581
Cavatappi pasta with salmon crab surimi,dinner,pescatarian,725.59,39.73,24.03,83.63,4.95,7.16,3.72,771.55,59.5,https://spoonacular.com/recipes/Cavatappi-pasta-with-salmon-crab-surimi-637325
Curry Mussels,dinner,"gluten free, primal, pescatarian",742.88,63.69,33.23,31.75,2.27,5.75,21.65,1684.12,185.82,https://spoonacular.com/recipes/Curry-Mussels-641128
Farm Fresh Vegetable Stew,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",263.57,13.42,5.17,45.14,15.13,12.83,4.18,1698.53,0.0,https://spoonacular.com/recipes/Farm-Fresh-Vegetable-Stew-642610
Italian Seafood Stew,dinner,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",610.86,69.43,11.98,67.64,15.08,36.4,10.79,2834.98,117.6,https://spoonacular.com/recipes/Italian-Seafood-Stew-648247
Chicken Fajita Stuffed Bell Pepper,dinner,gluten free,643.18,51.72,26.03,52.67,11.87,7.15,4.68,836.25,125.92,https://spoonacular.com/recipes/Chicken-Fajita-Stuffed-Bell-Pepper-982368
